LEAID,LEA_NAME,SCHID,SCH_NAME,CITY,COMBOKEY,NMCNTY,LOCALE,LAT,LON
602412,Lemoore Middle College High District,11607,Lemoore Middle College High,Lemoore,60241211607,Kings County,41,36.291048,-119.82331
602413,Wallis Annenberg High District,11365,Wallis Annenberg High,Los Angeles,60241311365,Los Angeles County,11,34.010811,-118.273723
602414,River Oak Charter District,12026,River Oak Charter,Ukiah,60241412026,Mendocino County,33,39.146735,-123.2009
602415,Bullis Charter District,11442,Bullis Charter,Los Altos,60241511442,Santa Clara County,21,37.39619,-122.11484
602416,Da Vinci Science District,12208,Da Vinci Science,El Segundo,60241612208,Los Angeles County,21,33.917966,-118.384252
602417,Aspire Inskeep Academy Charter District,12856,Aspire Inskeep Academy Charter,Los Angeles,60241712856,Los Angeles County,11,33.98717,-118.274751
602418,Stockton Collegiate International Elementary District,12451,Stockton Collegiate International Elementary,Stockton,60241812451,San Joaquin County,11,37.953037,-121.285105
602419,Century Community Charter District,10827,Century Community Charter,Inglewood,60241910827,Los Angeles County,21,33.952427,-118.353984
602420,Walden Academy District,12983,Walden Academy,Willows,60242012983,Glenn County,32,39.524462,-122.207103
602421,Stanislaus Alternative Charter District,13669,Stanislaus Alternative Charter,Modesto,60242113669,Stanislaus County,12,37.639463,-120.996202
602423,Hardy Brown College Prep District,12796,Hardy Brown College Prep,San Bernardino,60242312796,San Bernardino County,12,34.10132,-117.29729
602424,Nevada City School of the Arts District,11940,Nevada City School of the Arts,Nevada City,60242411940,Nevada County,41,39.252821,-121.134494
602425,Equitas Academy Charter District,12479,Equitas Academy Charter,Los Angeles,60242512479,Los Angeles County,11,34.04483,-118.278441
602426,Gateway High District,7725,Gateway High,San Francisco,60242607725,San Francisco County,11,37.78344,-122.437375
602427,Mojave River Academy - Rockview Park District,14316,Mojave River Academy - Rockview Park,Hesperia,60242714316,San Bernardino County,21,34.42809,-117.3497
602428,Ceiba College Preparatory Academy District,12189,Ceiba College Preparatory Academy,Watsonville,60242812189,Santa Cruz County,13,36.90456,-121.76038
602429,High Tech Elementary District,13878,High Tech Elementary,San Diego,60242913878,San Diego County,11,32.73206,-117.21769
602431,High Tech Elementary North County District,13517,High Tech Elementary North County,San Marcos,60243113517,San Diego County,21,33.13399,-117.20179
602432,Fortune District,14070,Fortune,Sacramento,60243214070,Sacramento County,21,38.502331,-121.429069
602433,Community Collaborative Charter District,11072,Community Collaborative Charter,McClellan,60243311072,Sacramento County,21,38.67098,-121.385618
602434,Vista Heritage Global Academy District,13905,Vista Heritage Global Academy,Santa Ana,60243413905,Orange County,11,33.74934,-117.902941
602435,Animo South Los Angeles Charter District,10836,Animo South Los Angeles Charter,Los Angeles,60243510836,Los Angeles County,21,33.93356,-118.308627
602436,Julia Lee Performing Arts Academy District,14343,Julia Lee Performing Arts Academy,Lake Elsinore,60243614343,Riverside County,21,33.61946,-117.3104
602437,Assurance Learning Academy District,13121,Assurance Learning Academy,Lancaster,60243713121,Los Angeles County,21,34.667356,-118.130549
602439,The New School of San Francisco District,13939,The New School of San Francisco,San Francisco,60243913939,San Francisco County,11,37.80094,-122.414971
602443,Escondido Charter High District,6493,Escondido Charter High,Escondido,60244306493,San Diego County,21,33.136539,-117.055166
602444,Rocketship Mosaic Elementary District,12645,Rocketship Mosaic Elementary,San Jose,60244412645,Santa Clara County,11,37.329155,-121.85589
602445,Aspire Port City Academy District,12106,Aspire Port City Academy,Stockton,60244512106,San Joaquin County,11,37.975343,-121.279273
602446,Alliance Marc & Eva Stern Math and Science District,11642,Alliance Marc & Eva Stern Math and Science,Los Angeles,60244611642,Los Angeles County,11,34.063793,-118.170763
602447,Capitol Collegiate Academy District,12810,Capitol Collegiate Academy,Sacramento,60244712810,Sacramento County,11,38.481075,-121.492635
602448,Aspire Monarch Academy District,8440,Aspire Monarch Academy,Oakland,60244808440,Alameda County,11,37.742681,-122.167797
602449,Wilder's Preparatory Academy Charter District,11296,Wilder's Preparatory Academy Charter,Inglewood,60244911296,Los Angeles County,21,33.974365,-118.357358
602451,California Virtual Academy at Maricopa District,14255,California Virtual Academy at Maricopa,Simi Valley,60245114255,Ventura County,22,34.275884,-118.797998
602452,Aspire River Oaks Charter District,10389,Aspire River Oaks Charter,Stockton,60245210389,San Joaquin County,11,38.02731,-121.292273
602453,Alliance College-Ready Middle Academy 12 District,13403,Alliance College-Ready Middle Academy 12,Los Angeles,60245313403,Los Angeles County,11,33.99769,-118.27327
602454,Grimmway Academy District,12948,Grow Academy Arvin,Arvin,60245412948,Kern County,31,35.21359,-118.834691
602455,Puente Charter District,10525,Puente Charter,Los Angeles,60245510525,Los Angeles County,11,34.04137,-118.220201
602456,Fenton Charter Leadership Academy District,13900,Fenton Charter Leadership Academy,Sun Valley,60245613900,Los Angeles County,11,34.23147,-118.366201
602457,KIPP Summit Academy District,11159,KIPP Summit Academy,San Lorenzo,60245711159,Alameda County,21,37.674465,-122.150454
602458,Oakland School for the Arts District,10461,Oakland School for the Arts,Oakland,60245810461,Alameda County,11,37.808105,-122.270641
602459,Aurum Preparatory Academy District,14335,Aurum Preparatory Academy,Oakland,60245914335,Alameda County,11,37.75786,-122.1961
602460,Yosemite Valley Charter District,14019,Yosemite Valley Charter,Fresno,60246014019,Fresno County,11,36.793663,-119.763754
602461,Animo Venice Charter High District,10848,Animo Venice Charter High,Venice,60246110848,Los Angeles County,11,33.996524,-118.462977
602462,ARISE High District,12040,ARISE High,Oakland,60246212040,Alameda County,11,37.77571,-122.22453
602463,Rocky Point Charter District,11927,Rocky Point Charter,Redding,60246311927,Shasta County,13,40.619799,-122.402254
602464,iEmpire Academy District,12557,iEmpire Academy,San Bernardino,60246412557,San Bernardino County,12,34.129175,-117.242248
602465,Vista Real Charter High District,11537,Vista Real Charter High,Oxnard,60246511537,Ventura County,12,34.1988,-119.178931
602467,Sherman Thomas Charter District,11160,Sherman Thomas Charter,Madera,60246711160,Madera County,23,36.98333,-120.06885
602468,Valley Charter Middle District,12643,Valley Charter Middle,Van Nuys,60246812643,Los Angeles County,11,34.20048,-118.45255
602469,Big Sur Charter District,12240,Big Sur Charter,Monterey,60246912240,Monterey County,22,36.61135,-121.89833
602470,TEACH Tech Charter High District,13741,TEACH Tech Charter High,Los Angeles,60247013741,Los Angeles County,21,33.939465,-118.30877
602471,Animo Inglewood Charter High District,10538,Animo Inglewood Charter High,Inglewood,60247110538,Los Angeles County,21,33.96032,-118.33161
602472,Aspire Gateway Academy Charter District,12679,Aspire Gateway Academy Charter,South Gate,60247212679,Los Angeles County,21,33.951793,-118.189315
602473,Western Sierra Collegiate Academy District,12390,Western Sierra Collegiate Academy,Rocklin,60247312390,Placer County,21,38.81238,-121.29807
602475,New Los Angeles Charter Elementary District,13972,New Los Angeles Charter Elementary,Los Angeles,60247513972,Los Angeles County,11,34.0222,-118.3652
602476,Aspire Vincent Shalvey Academy District,8323,Aspire Vincent Shalvey Academy,Stockton,60247608323,San Joaquin County,21,38.04604,-121.256681
602477,Sebastopol Independent Charter District,5457,Sebastopol Charter School,Sebastopol,60247705457,Sonoma County,21,38.413735,-122.840692
602478,Valley View Charter Prep District,13797,Valley View Charter Prep,Tracy,60247813797,San Joaquin County,41,37.667944,-121.324145
602480,Olive Grove Charter - Santa Barbara District,14229,Olive Grove Charter - Santa Barbara,Santa Barbara,60248014229,Santa Barbara County,13,34.40143,-119.7241
602481,KIPP Valiant Community Prep District,14087,KIPP Valiant Community Prep,Menlo Park,60248114087,San Mateo County,21,37.462552,-122.157713
602482,iLEAD Hybrid District,13859,iLEAD Hybrid,Acton,60248213859,Los Angeles County,41,34.492824,-118.195595
602483,MIT Academy District,10681,MIT Academy,Vallejo,60248310681,Solano County,12,38.149611,-122.243224
602484,Equitas Academy #2 District,13145,Equitas Academy #2,Los Angeles,60248413145,Los Angeles County,11,34.05809,-118.285
602485,Elite Public District,14376,Elite Public,Vallejo,60248514376,Solano County,12,38.147469,-122.245068
602486,Sycamore Creek Community Charter District,14377,Sycamore Creek Community Charter,Huntington Beach,60248614377,Orange County,21,33.713318,-117.995509
602487,Excel Academy Charter District,14407,Excel Academy Charter,Irvine,60248714407,Orange County,11,33.646982,-117.734673
602488,California Connections Academy Central Coast District,14411,California Connections Academy Central Coast,New Cuyama,60248814411,Santa Barbara County,43,34.93224,-119.609234
602489,Lashon Academy City District,14405,Lashon Academy City,Los Angeles,60248914405,Los Angeles County,11,34.026463,-118.324518
602491,Pathways Academy Charter - Adult Education District,14406,Pathways Academy Charter School - Adult Education,San Marcos,60249114406,San Diego County,21,33.141534,-117.162495
602493,Scholarship Prep - South Bay District,14408,Scholarship Prep - South Bay,Wilmington,60249314408,Los Angeles County,11,33.799923,-118.263561
602494,Peak Prep Pleasant Valley District,14413,Peak Prep Pleasant Valley,Camarillo,60249414413,Ventura County,13,34.221763,-119.041389
602495,Kidinnu Academy District,14409,Kidinnu Academy,El Cajon,60249514409,San Diego County,21,32.809278,-116.934835
602496,KIPP Pueblo Unido District,14410,KIPP Pueblo Unido,Maywood,60249614410,Los Angeles County,21,33.990898,-118.196477
602497,Watsonville Prep District,14404,Watsonville Prep,Watsonville,60249714404,Santa Cruz County,13,36.91039,-121.757621
602498,The Learning Choice Academy - East County District,14437,The Learning Choice Academy - East County,La Mesa,60249814437,San Diego County,21,32.755682,-117.013531
602500,Excel Academy Charter District,14435,Excel Academy Charter,Irvine,60250014435,Orange County,11,33.646982,-117.734673
602501,Brookfield Engineering Science Technology Academy District,14440,Alejandro Soriano,Julian,60250114440,San Diego County,42,33.07879,-116.594865
602502,Options For Youth - Duarte Inc District,14438,Options For Youth - Duarte Inc,City Of Industry,60250214438,Los Angeles County,21,34.035778,-117.935371
602504,Equitas Academy 6 District,14441,Equitas Academy 6,Los Angeles,60250414441,Los Angeles County,11,34.062586,-118.286247
602505,Sage Oak Charter - South District,14436,Sage Oak Charter School - South,Redlands,60250514436,San Bernardino County,13,34.038341,-117.153714
602506,Shasta View Academy District,14418,Shasta View Academy,Redding,60250614418,Shasta County,13,40.603169,-122.325775
602507,International School for Science and Culture District,14420,International School for Science and Culture,Costa Mesa,60250714420,Orange County,12,33.632826,-117.909356
602508,Monarch River Academy District,14423,Monarch River Academy,Porterville,60250814423,Tulare County,23,36.058348,-118.966109
602510,California Pacific Charter - Sonoma District,14414,California Pacific Charter - Sonoma,Guerneville,60251014414,Sonoma County,31,38.511386,-122.99679
602511,Garvey/Allen Visual & Performing Arts Academy for STEM DIST,14421,Tiffany Gilmore,Moreno Valley,60251114421,Riverside County,41,33.916678,-117.269583
602512,Heartwood Charter District,14416,Heartwood Charter,Petaluma,60251214416,Sonoma County,23,38.278741,-122.706194
602513,Mission Vista Academy District,14419,Mission Vista Academy,Beaumont,60251314419,Riverside County,21,33.948727,-116.97593
602515,Vista Horizon Global Academy District,14424,Vista Horizon Global Academy,Los Angeles,60251514424,Los Angeles County,11,34.053416,-118.30496
602516,Granite Mountain Charter District,14425,Granite Mountain Charter,Lucerne Valley,60251614425,San Bernardino County,42,34.41026,-116.907602
602517,California Connections Academy Monterey Bay District,14429,California Connections Academy Monterey Bay,Scotts Valley,60251714429,Santa Cruz County,22,37.04265,-122.027769
602518,Sycamore Academy of Science and Cultural Arts Chino VLY DIST,14426,Sycamore Academy of Science and Cultural Arts - Chino Valley,Chino Hills,60251814426,San Bernardino County,21,33.969065,-117.715561
602520,Lake View Charter District,14428,Lake View Charter School,Orland,60252014428,Glenn County,41,39.769354,-122.159213
602521,Compass Charter School of Yolo District,14432,Compass Charter School of Yolo,Thousand Oaks,60252114432,Ventura County,12,34.155773,-118.830751
602522,Equitas Academy 5 District,14430,Equitas Academy 5,Los Angeles,60252214430,Los Angeles County,11,34.058933,-118.281713
602523,Hayward Collegiate Charter District,14443,Hayward Collegiate Charter,Hayward,60252314443,Alameda County,21,37.648338,-122.082178
602524,Cottonwood District,14444,Cottonwood,El Dorado Hills,60252414444,El Dorado County,21,38.629242,-121.071933
602528,Open Door Charter District,14477,Open Door Charter,Salinas,60252814477,Monterey County,12,36.65341,-121.63976
602529,We the People High District,14478,We the People High,Long Beach,60252914478,Los Angeles County,11,33.7879,-118.189827
602530,Griffin Academy High District,14479,Griffin Academy High,Vallejo,60253014479,Solano County,12,38.132754,-122.248571
602531,Citizens of the World Charter School 5 District,14480,Citizens of the World Charter School West Valley,Reseda,60253114480,Los Angeles County,11,34.197239,-118.557577
602532,Aspire Stockton 6-12 Secondary Academy District,14481,Aspire Stockton 6-12 Secondary Academy,Stockton,60253214481,San Joaquin County,11,37.92872,-121.261782
602533,KIPP Esperanza High District,14482,KIPP Esperanza High,East Palo Alto,60253314482,San Mateo County,21,37.467229,-122.132239
602534,Aspire Stockton TK-5 Elementary Academy District,14483,Aspire Stockton TK-5 Elementary Academy,Stockton,60253414483,San Joaquin County,11,37.93897,-121.252151
602538,Endeavor Charter District,14487,Endeavor Charter,Fresno,60253814487,Fresno County,21,36.808158,-119.807526
602539,OCASA College Prep District,14488,OCASA College Prep,San Juan Capistrano,60253914488,Orange County,21,33.504809,-117.662508
602540,Ednovate College Prep 7 District,14489,Ednovate College Prep 7,Los Angeles,60254014489,Los Angeles County,11,34.048723,-118.257507
602541,American River Collegiate Academy District,14490,American River Collegiate Academy,Orangevale,60254114490,Sacramento County,21,38.706828,-121.225964
602542,Pacific Collegiate Charter District,8363,Pacific Collegiate Charter,Santa Cruz,60254208363,Santa Cruz County,13,36.960583,-122.059848
602543,Agnes J. Johnson Charter District,6363,Agnes J. Johnson Charter,Weott,60254306363,Humboldt County,43,40.320179,-123.924236
602544,Tehama eLearning Academy District,10699,Tehama eLearning Academy,Red Bluff,60254410699,Tehama County,32,40.178946,-122.246661
602545,Voices College Bound Language Academy at Stockton District,14509,Voices College Bound Language Academy at Stockton,Stockton,60254514509,San Joaquin County,11,37.954601,-121.286887
602546,El Rio Community District,14510,El Rio Community,Los Angeles,60254614510,Los Angeles County,11,34.077957,-118.215661
602547,Invictus Leadership Academy District,14511,Invictus Leadership Academy,Los Angeles,60254714511,Los Angeles County,11,33.978139,-118.309221
602548,Clovis Global Academy District,14512,Clovis Global Academy,Clovis,60254814512,Fresno County,21,36.807231,-119.708167
602551,Banta Charter District,14514,Banta Charter,Tracy,60255114514,San Joaquin County,41,37.7564,-121.3745
602552,Irvine International Academy District,14522,Irvine International Academy,Irvine,60255214522,Orange County,11,33.695111,-117.77858
602553,KIPP Poder Public District,14581,KIPP Poder Public,Los Angeles,60255314581,Los Angeles County,21,34.020734,-118.141919
602557,Environmental Charter High - Gardena District,14580,Environmental Charter High - Gardena,Gardena,60255714580,Los Angeles County,21,33.88223,-118.3553
602558,Entrepreneur High Fontana District,14586,Entrepreneur High Fontana,Fontana,60255814586,San Bernardino County,21,34.099713,-117.439745
602559,Aspen Ridge Public District,14587,Aspen Ridge Public,Fresno,60255914587,Fresno County,11,36.787527,-119.78555
602560,Audeo Valley Charter District,14578,Audeo Valley Charter,Moreno Valley,60256014578,Riverside County,21,33.936201,-117.187214
602562,Bostonia Global District,14589,Bostonia Global,El Cajon,60256214589,San Diego County,21,32.809162,-116.931258
602563,KIPP Stockton,14579,KIPP Stockton,Stockton,60256314579,San Joaquin County,11,37.922239,-121.297191
602565,Yuba River Charter District,11992,Yuba River Charter,Grass Valley,60256511992,Nevada County,32,39.226516,-121.082913
602566,Riverside Preparatory District,11863,Riverside Preparatory,Oro Grande,60256611863,San Bernardino County,21,34.598422,-117.33235
602567,Citizens Of The World Charter School 4 District,14582,Citizens of the World Charter School East Valley,Valley Village,60256714582,Los Angeles County,11,34.171488,-118.395108
602570,Achieve Charter School of Chico District,14596,Achieve Charter School of Chico,Chico,60257014596,Butte County,12,39.762378,-121.817175
602700,Anderson Union High,10671,Anderson New Technology High,Anderson,60270010671,Shasta County,22,40.452234,-122.300444
602760,Antelope Elementary,14049,Lassen-Antelope Volcanic Academy (LAVA),Red Bluff,60276014049,Tehama County,41,40.18385,-122.245471
602820,Antelope Valley Union High,13154,Academies of the Antelope Valley,Quartz Hill,60282013154,Los Angeles County,21,34.6588,-118.2432
603030,Northern Humboldt Union High,10800,Six Rivers Charter High,Arcata,60303010800,Humboldt County,33,40.876422,-124.08907
603180,Armona Union Elementary,11283,Crossroads Charter Academy,Hanford,60318011283,Kings County,13,36.32702,-119.65166
603480,Auburn Union Elementary,13170,Alta Vista Community Charter,Auburn,60348013170,Placer County,31,38.908283,-121.063723
603750,Ballico-Cressey Elementary,344,Ballico-Cressey Community Charter,Ballico,60375000344,Merced County,41,37.454634,-120.700181
605240,Black Oak Mine Unified,12774,American River Charter,Georgetown,60524012774,El Dorado County,42,38.912286,-120.827945
606270,Buckeye Union Elementary,10767,Charter Montessori Valley View Campus,El Dorado Hills,60627010767,El Dorado County,41,38.625709,-121.047999
606270,Buckeye Union Elementary,14309,Buckeye Union Mandarin Immersion Charter,El Dorado Hills,60627014309,El Dorado County,41,38.66418,-121.05913
606570,Burton Elementary,11526,Summit Charter Academy,Porterville,60657011526,Tulare County,23,36.0626,-119.0623
607140,Cambrian,652,Fammatre Elementary,San Jose,60714000652,Santa Clara County,11,37.271438,-121.92516
607140,Cambrian,653,Farnham Charter,San Jose,60714000653,Santa Clara County,11,37.260736,-121.943909
607140,Cambrian,654,Price Charter Middle,San Jose,60714000654,Santa Clara County,11,37.273341,-121.925693
607140,Cambrian,655,Sartorette Charter,San Jose,60714000655,Santa Clara County,11,37.260579,-121.910414
607200,Campbell Union,657,Blackford Elementary,San Jose,60720000657,Santa Clara County,11,37.299,-121.9219
607200,Campbell Union,663,Capri Elementary,Campbell,60720000663,Santa Clara County,21,37.2661,-121.9646
607200,Campbell Union,664,Castlemont Elementary,Campbell,60720000664,Santa Clara County,11,37.3008,-121.947
607200,Campbell Union,667,Forest Hill Elementary,San Jose,60720000667,Santa Clara County,21,37.276061,-121.982489
607200,Campbell Union,670,Lynhaven Elementary,San Jose,60720000670,Santa Clara County,11,37.3113,-121.9608
607200,Campbell Union,671,Marshall Lane Elementary,Saratoga,60720000671,Santa Clara County,21,37.2626,-121.9969
607200,Campbell Union,672,Monroe Middle,San Jose,60720000672,Santa Clara County,11,37.3082,-121.9445
607200,Campbell Union,674,Rolling Hills Middle,Los Gatos,60720000674,Santa Clara County,21,37.2655,-121.9868
607200,Campbell Union,7427,Sherman Oaks Elementary,San Jose,60720007427,Santa Clara County,11,37.3098,-121.9252
607200,Campbell Union,11447,Village,Campbell,60720011447,Santa Clara County,21,37.2644,-121.9647
607200,Campbell Union,14280,Campbell School of Innovation,Campbell,60720014280,Santa Clara County,21,37.283562,-121.956222
608130,Ceres Unified,11487,Whitmore Charter School of Art & Technology,Ceres,60813011487,Stanislaus County,41,37.584261,-120.933864
608130,Ceres Unified,11488,Whitmore Charter High,Ceres,60813011488,Stanislaus County,41,37.584261,-120.933864
608340,Chicago Park Elementary,13003,Chicago Park Community Charter,Grass Valley,60834013003,Nevada County,41,39.144367,-120.977482
608700,Cinnabar Elementary,884,Cinnabar Charter,Petaluma,60870000884,Sonoma County,23,38.258891,-122.664908
609030,Clovis Unified,12267,Clovis Online Charter,Clovis,60903012267,Fresno County,21,36.834947,-119.685554
610620,Davis Joint Unified,12422,Da Vinci Charter Academy,Davis,61062012422,Yolo County,23,38.5526,-121.7338
610890,Delano Union Elementary,1208,Cecil Avenue Math and Science Academy,Delano,61089001208,Kern County,23,35.775,-119.2386
610890,Delano Union Elementary,1209,Del Vista Math and Science Academy,Delano,61089001209,Kern County,23,35.7669,-119.2335
610890,Delano Union Elementary,12512,Nueva Vista Language Academy,Delano,61089012512,Kern County,23,35.7611,-119.2555
611040,Denair Unified,10438,Denair Charter Academy,Denair,61104010438,Stanislaus County,23,37.526958,-120.802092
611040,Denair Unified,13930,Denair Elementary Charter Academy,Denair,61104013930,Stanislaus County,23,37.526586,-120.800395
611110,Desert Sands Unified,1231,Palm Desert Charter Middle,Palm Desert,61111001231,Riverside County,13,33.734174,-116.370513
611110,Desert Sands Unified,1234,George Washington Charter,Palm Desert,61111001234,Riverside County,13,33.71636,-116.372827
611610,Dunham Elementary,12748,Dunham Charter,Petaluma,61161012748,Sonoma County,41,38.320819,-122.757965
612030,El Centro Elementary,12660,Imperial Valley Home School Academy,El Centro,61203012660,Imperial County,13,32.793104,-115.58274
612070,El Dorado Union High,10478,EDUHSD Virtual Academy at Shenandoah,El Dorado,61207010478,El Dorado County,31,38.6766,-120.8351
612330,Elk Grove Unified,8275,Elk Grove Charter,Elk Grove,61233008275,Sacramento County,21,38.39135,-121.43717
612600,Elverta Joint Elementary,13554,Alpha Charter,Elverta,61260013554,Sacramento County,21,38.731176,-121.4663
612810,Enterprise Elementary,14193,Redding Collegiate Academy,Redding,61281014193,Shasta County,13,40.560552,-122.356059
612810,Enterprise Elementary,14194,PACE Academy Charter,Redding,61281014194,Shasta County,13,40.560552,-122.356059
613170,Evergreen Union,13933,Evergreen Institute of Excellence,Cottonwood,61317013933,Tehama County,41,40.358014,-122.331483
613890,Folsom-Cordova Unified,11068,Folsom Cordova K-8 Community Charter,Mather,61389011068,Sacramento County,41,38.544673,-121.289124
614010,Forestville Union Elementary,12023,Forestville Academy,Forestville,61401012023,Sonoma County,41,38.473315,-122.888105
614400,Fremont Unified,7479,Circle of Independent Learning,Fremont,61440007479,Alameda County,21,37.5383,-121.9913
614520,Freshwater Elementary,7974,Freshwater Charter Middle,Eureka,61452007974,Humboldt County,41,40.785949,-124.082368
614550,Fresno Unified,12619,Morris E. Dailey Charter Elementary,Fresno,61455012619,Fresno County,11,36.778906,-119.811707
615780,Grass Valley Elementary,2267,Grass Valley Charter,Grass Valley,61578002267,Nevada County,32,39.215415,-121.06119
615810,Gratton Elementary,12452,Gratton Charter,Denair,61581012452,Stanislaus County,41,37.572579,-120.791417
615840,Gravenstein Union Elementary,2000,Gravenstein Elementary,Sebastopol,61584002000,Sonoma County,21,38.360848,-122.785447
615840,Gravenstein Union Elementary,2001,Hillcrest Middle,Sebastopol,61584002001,Sonoma County,21,38.36989,-122.806116
616320,Guerneville Elementary,2031,Guerneville Elementary (Charter),Guerneville,61632002031,Sonoma County,31,38.511386,-122.99679
616500,Hanford Joint Union High,14320,Hanford Online Charter,Hanford,61650014320,Kings County,13,36.33407,-119.662801
616620,Harmony Union Elementary,1736,Salmon Creek School - A Charter,Occidental,61662001736,Sonoma County,41,38.389422,-122.930681
616650,Hart-Ransom Union Elementary,5478,Hart-Ransom Academic Charter,Modesto,61665005478,Stanislaus County,41,37.666567,-121.064639
616680,Hawthorne,11295,Hawthorne Math and Science Academy,Hawthorne,61668011295,Los Angeles County,21,33.9203,-118.3541
616860,Helendale Elementary,12368,Academy of Careers and Exploration,Helendale,61686012368,San Bernardino County,31,34.734513,-117.358323
616860,Helendale Elementary,13836,Independence Charter Academy,Helendale,61686013836,San Bernardino County,41,34.74065,-117.329679
616920,Hemet Unified,12464,Western Center Academy,Hemet,61692012464,Riverside County,41,33.705684,-116.992361
617160,Hickman Community Charter,2171,Hickman Elementary,Hickman,61716002171,Stanislaus County,31,37.62064,-120.748742
617160,Hickman Community Charter,5507,Hickman Charter,Hickman,61716005507,Stanislaus County,31,37.62064,-120.748742
617160,Hickman Community Charter,8411,Hickman Middle,Hickman,61716008411,Stanislaus County,31,37.62064,-120.748742
618390,Inglewood Unified,2257,La Tijera K-8 Academy of Excellence Charter,Inglewood,61839002257,Los Angeles County,21,33.9811,-118.369288
618390,Inglewood Unified,8716,City Honors International Preparatory High,Inglewood,61839008716,Los Angeles County,21,33.963868,-118.356259
618510,Island Union Elementary,2268,Island Elementary,Lemoore,61851002268,Kings County,41,36.361374,-119.833511
619540,Kern High,4529,Kern Workforce 2000 Academy,Bakersfield,61954004529,Kern County,11,35.34243,-119.065164
619620,Keyes Union,6745,Keyes to Learning Charter,Keyes,61962006745,Stanislaus County,21,37.552442,-120.907755
619700,Kings Canyon Joint Unified,12321,Kings Canyon Online,Dunlap,61970012321,Fresno County,42,36.735549,-119.115747
619700,Kings Canyon Joint Unified,13141,Reedley Middle College High,Reedley,61970013141,Fresno County,32,36.609431,-119.461895
619770,Kings River-Hardwick Union Elementary,2379,Kings River-Hardwick Elementary,Hanford,61977002379,Kings County,41,36.401569,-119.641731
619800,Kingsburg Elementary Charter,2380,Lincoln Elementary,Kingsburg,61980002380,Fresno County,31,36.511901,-119.546599
619800,Kingsburg Elementary Charter,2381,Roosevelt Elementary,Kingsburg,61980002381,Fresno County,31,36.511665,-119.557323
619800,Kingsburg Elementary Charter,2382,Washington Elementary,Kingsburg,61980002382,Fresno County,31,36.516781,-119.553142
619800,Kingsburg Elementary Charter,7085,Central Valley Home,Kingsburg,61980007085,Fresno County,31,36.51658,-119.561251
619800,Kingsburg Elementary Charter,9558,Rafer Johnson Junior High,Kingsburg,61980009558,Fresno County,31,36.524631,-119.554063
619800,Kingsburg Elementary Charter,11915,Ronald W. Reagan Elementary,Kingsburg,61980011915,Fresno County,31,36.511338,-119.57093
619800,Kingsburg Elementary Charter,12097,Island Community Day,Kingsburg,61980012097,Fresno County,31,36.51658,-119.561251
619890,Kit Carson Union Elementary,4566,Mid Valley Alternative Charter,Hanford,61989004566,Kings County,41,36.330107,-119.582344
621360,Lemoore Union Elementary,11285,Lemoore University Elementary Charter,Lemoore,62136011285,Kings County,41,36.292012,-119.828156
621540,Liberty Elementary,2570,Liberty Elementary,Petaluma,62154002570,Sonoma County,23,38.278741,-122.706194
621690,Lincoln Unified,13919,John McCandless Charter,Stockton,62169013919,San Joaquin County,11,37.988197,-121.3158
621870,Lindsay Unified,12847,Loma Vista Charter,Lindsay,62187012847,Tulare County,31,36.206552,-119.082065
621990,Live Oak Elementary,11260,Tierra Pacifica Charter,Santa Cruz,62199011260,Santa Cruz County,22,36.983389,-121.985753
622230,Lodi Unified,8617,Joe Serna Jr. Charter,Acampo,62223008617,San Joaquin County,23,38.174188,-121.261338
622560,Loomis Union Elementary,12246,Loomis Basin Charter,Loomis,62256012246,Placer County,41,38.7889,-121.1724
622710,Los Angeles Unified,2842,Beckford Charter for Enriched Studies,Northridge,62271002842,Los Angeles County,11,34.267587,-118.548849
622710,Los Angeles Unified,2884,Calabash Charter Academy,Woodland Hills,62271002884,Los Angeles County,11,34.158243,-118.629996
622710,Los Angeles Unified,2886,Calvert Charter for Enriched Studies,Woodland Hills,62271002886,Los Angeles County,11,34.181803,-118.566083
622710,Los Angeles Unified,2894,Canyon Charter Elementary,Santa Monica,62271002894,Los Angeles County,11,34.031742,-118.512182
622710,Los Angeles Unified,2898,Carpenter Community Charter,Studio City,62271002898,Los Angeles County,11,34.141085,-118.392267
622710,Los Angeles Unified,2905,Castlebay Lane Charter,Porter Ranch,62271002905,Los Angeles County,11,34.293974,-118.547688
622710,Los Angeles Unified,2916,Chatsworth Charter High,Chatsworth,62271002916,Los Angeles County,11,34.252347,-118.584762
622710,Los Angeles Unified,2923,Grover Cleveland Charter High,Reseda,62271002923,Los Angeles County,11,34.218922,-118.548335
622710,Los Angeles Unified,2929,Colfax Charter Elementary,North Hollywood,62271002929,Los Angeles County,11,34.160779,-118.389054
622710,Los Angeles Unified,2935,Community Magnet Charter Elementary,Los Angeles,62271002935,Los Angeles County,11,34.082118,-118.46263
622710,Los Angeles Unified,2951,Dearborn Elementary Charter Academy,Northridge,62271002951,Los Angeles County,11,34.238773,-118.507534
622710,Los Angeles Unified,2959,Dixie Canyon Community Charter,Sherman Oaks,62271002959,Los Angeles County,11,34.147652,-118.424474
622710,Los Angeles Unified,2979,El Oro Way Charter For Enriched Studies,Granada Hills,62271002979,Los Angeles County,11,34.293059,-118.504298
622710,Los Angeles Unified,2987,Emerson Community Charter,Los Angeles,62271002987,Los Angeles County,11,34.054168,-118.435876
